2025-05-21 19:47:40 
Generating train split:   0%|          | 0/120000 [00:00<?, ? examples/s]
Generating train split:  98%|█████████▊| 118000/120000 [00:00<00:00, 1160922.29 examples/s]
Generating train split: 100%|██████████| 120000/120000 [00:00<00:00, 1163108.24 examples/s]
2025-05-21 19:47:40 
Generating test split:   0%|          | 0/7600 [00:00<?, ? examples/s]
Generating test split: 100%|██████████| 7600/7600 [00:00<00:00, 1085164.61 examples/s]
2025-05-21 19:47:42 
Map:   0%|          | 0/1000 [00:00<?, ? examples/s]
Map: 100%|██████████| 1000/1000 [00:00<00:00, 1181.92 examples/s]
Map: 100%|██████████| 1000/1000 [00:00<00:00, 1175.31 examples/s]
2025-05-21 19:47:43 
Map:   0%|          | 0/1000 [00:00<?, ? examples/s]
Map:  24%|██▍       | 239/1000 [00:00<00:00, 2360.56 examples/s]
Map:  49%|████▉     | 494/1000 [00:00<00:00, 2470.92 examples/s]
Map:  81%|████████  | 811/1000 [00:00<00:00, 2783.86 examples/s]
Map: 100%|██████████| 1000/1000 [00:00<00:00, 2469.52 examples/s]
2025-05-21 19:47:43 /app/client.py:56: FutureWarning: `tokenizer` is deprecated and will be removed in version 5.0.0 for `Trainer.__init__`. Use `processing_class` instead.
2025-05-21 19:47:43   trainer = Trainer(
2025-05-21 19:47:43 WARNING :   DEPRECATED FEATURE: flwr.client.start_numpy_client() is deprecated. 
2025-05-21 19:47:43 Instead, use `flwr.client.start_client()` by ensuring you first call the `.to_client()` method as shown below: 
2025-05-21 19:47:43 flwr.client.start_client(
2025-05-21 19:47:43 server_address='<IP>:<PORT>',
2025-05-21 19:47:43 client=FlowerClient().to_client(), # <-- where FlowerClient is of type flwr.client.NumPyClient object
2025-05-21 19:47:43 )
2025-05-21 19:47:43 Using `start_numpy_client()` is deprecated.
2025-05-21 19:47:43 
2025-05-21 19:47:43             This is a deprecated feature. It will be removed
2025-05-21 19:47:43             entirely in future versions of Flower.
2025-05-21 19:47:43         
2025-05-21 19:47:43 WARNING :   DEPRECATED FEATURE: flwr.client.start_client() is deprecated.
2025-05-21 19:47:43 Instead, use the `flower-supernode` CLI command to start a SuperNode as shown below:
2025-05-21 19:47:43 
2025-05-21 19:47:43 $ flower-supernode --insecure --superlink='<IP>:<PORT>'
2025-05-21 19:47:43 
2025-05-21 19:47:43 To view all available options, run:
2025-05-21 19:47:43 
2025-05-21 19:47:43 $ flower-supernode --help
2025-05-21 19:47:43 
2025-05-21 19:47:43 Using `start_client()` is deprecated.
2025-05-21 19:47:43 
2025-05-21 19:47:43             This is a deprecated feature. It will be removed
2025-05-21 19:47:43             entirely in future versions of Flower.
2025-05-21 19:47:43         
2025-05-21 19:48:02 INFO :      
2025-05-21 19:48:02 INFO :      Received: train message 9c4729ec-4706-433b-b6bf-fb5c7e022c92
2025-05-21 19:58:55 INFO :      Sent reply
2025-05-21 19:59:33 INFO :      
2025-05-21 19:59:33 INFO :      Received: evaluate message ac372c2e-c9d2-4ab7-8738-9cfd688ae8f5
2025-05-21 19:59:47 INFO :      Sent reply
2025-05-21 20:00:04 INFO :      
2025-05-21 20:00:04 INFO :      Received: train message 8ef13a16-a485-4ea1-b92b-7bb1b19261fc
2025-05-21 20:10:37 INFO :      Sent reply
2025-05-21 20:11:09 INFO :      
2025-05-21 20:11:09 INFO :      Received: evaluate message 8c316f8e-6ec5-41d5-8712-cbb3e4737a1c
2025-05-21 20:11:26 INFO :      Sent reply
2025-05-21 20:11:42 INFO :      
2025-05-21 20:11:42 INFO :      Received: train message 3508fcfb-bcc2-4364-9f59-9165d4384933
2025-05-21 20:22:16 INFO :      Sent reply
2025-05-21 20:22:53 INFO :      
2025-05-21 20:22:53 INFO :      Received: evaluate message 86420857-4661-4fd4-9650-93d9133ae1ae
2025-05-21 20:23:07 INFO :      Sent reply
2025-05-21 20:23:21 INFO :      
2025-05-21 20:23:21 INFO :      Received: train message ce660235-d982-46f7-a678-d5cc7c7a6f67
2025-05-21 20:34:04 INFO :      Sent reply
2025-05-21 20:34:33 INFO :      
2025-05-21 20:34:33 INFO :      Received: evaluate message e22e5058-bd2b-4a26-a90e-0a4a9b568836
2025-05-21 20:34:37 INFO :      Sent reply
2025-05-21 20:34:57 INFO :      
2025-05-21 20:34:57 INFO :      Received: train message caf89010-588c-48ef-ae84-a93eaed6f842
2025-05-21 19:48:26 {'loss': 4.024, 'grad_norm': 11.900445938110352, 'learning_rate': 4.8875e-05, 'epoch': 0.025}
2025-05-21 19:48:41 {'loss': 2.3929, 'grad_norm': 13.950594902038574, 'learning_rate': 4.7625000000000006e-05, 'epoch': 0.05}
2025-05-21 19:48:56 {'loss': 2.5068, 'grad_norm': 13.857328414916992, 'learning_rate': 4.6375e-05, 'epoch': 0.075}
2025-05-21 19:49:11 {'loss': 2.0189, 'grad_norm': 12.373867988586426, 'learning_rate': 4.5125e-05, 'epoch': 0.1}
2025-05-21 19:49:26 {'loss': 2.2989, 'grad_norm': 12.8201265335083, 'learning_rate': 4.3875e-05, 'epoch': 0.125}
2025-05-21 19:49:47 {'loss': 1.9354, 'grad_norm': 15.638474464416504, 'learning_rate': 4.2625000000000006e-05, 'epoch': 0.15}
2025-05-21 19:50:02 {'loss': 2.0385, 'grad_norm': 11.042933464050293, 'learning_rate': 4.1375e-05, 'epoch': 0.175}
2025-05-21 19:50:17 {'loss': 2.0842, 'grad_norm': 14.144608497619629, 'learning_rate': 4.0125e-05, 'epoch': 0.2}
2025-05-21 19:50:32 {'loss': 1.9651, 'grad_norm': 10.213610649108887, 'learning_rate': 3.8875e-05, 'epoch': 0.225}
2025-05-21 19:50:47 {'loss': 2.2568, 'grad_norm': 9.351943969726562, 'learning_rate': 3.7625e-05, 'epoch': 0.25}
2025-05-21 19:51:01 {'loss': 1.7544, 'grad_norm': 11.894262313842773, 'learning_rate': 3.6375e-05, 'epoch': 0.275}
2025-05-21 19:51:23 {'loss': 2.2748, 'grad_norm': 11.61075496673584, 'learning_rate': 3.5125e-05, 'epoch': 0.3}
2025-05-21 19:51:38 {'loss': 1.886, 'grad_norm': 13.926313400268555, 'learning_rate': 3.3875000000000003e-05, 'epoch': 0.325}
2025-05-21 19:51:52 {'loss': 1.8612, 'grad_norm': 11.896780967712402, 'learning_rate': 3.2625e-05, 'epoch': 0.35}
2025-05-21 19:52:07 {'loss': 1.756, 'grad_norm': 11.40510368347168, 'learning_rate': 3.1375e-05, 'epoch': 0.375}
2025-05-21 19:52:22 {'loss': 1.6382, 'grad_norm': 7.689159870147705, 'learning_rate': 3.0125000000000004e-05, 'epoch': 0.4}
2025-05-21 19:52:37 {'loss': 1.9389, 'grad_norm': 11.995124816894531, 'learning_rate': 2.8875e-05, 'epoch': 0.425}
2025-05-21 19:52:52 {'loss': 2.1981, 'grad_norm': 9.236580848693848, 'learning_rate': 2.7625e-05, 'epoch': 0.45}
2025-05-21 19:53:13 {'loss': 1.8513, 'grad_norm': 9.42104434967041, 'learning_rate': 2.6375e-05, 'epoch': 0.475}
2025-05-21 19:53:28 {'loss': 1.6461, 'grad_norm': 12.14547061920166, 'learning_rate': 2.5124999999999997e-05, 'epoch': 0.5}
2025-05-21 19:53:43 {'loss': 2.0874, 'grad_norm': 11.5789213180542, 'learning_rate': 2.3875e-05, 'epoch': 0.525}
2025-05-21 19:53:58 {'loss': 1.834, 'grad_norm': 8.41738510131836, 'learning_rate': 2.2625e-05, 'epoch': 0.55}
2025-05-21 19:54:13 {'loss': 1.858, 'grad_norm': 12.627945899963379, 'learning_rate': 2.1375e-05, 'epoch': 0.575}
2025-05-21 19:54:28 {'loss': 1.6544, 'grad_norm': 13.721717834472656, 'learning_rate': 2.0125e-05, 'epoch': 0.6}
2025-05-21 19:54:44 {'loss': 1.7973, 'grad_norm': 13.707863807678223, 'learning_rate': 1.8875e-05, 'epoch': 0.625}
2025-05-21 19:55:05 {'loss': 1.6712, 'grad_norm': 10.366561889648438, 'learning_rate': 1.7625e-05, 'epoch': 0.65}
2025-05-21 19:55:20 {'loss': 1.8033, 'grad_norm': 11.741922378540039, 'learning_rate': 1.6375e-05, 'epoch': 0.675}
2025-05-21 19:55:35 {'loss': 1.5244, 'grad_norm': 9.179779052734375, 'learning_rate': 1.5125e-05, 'epoch': 0.7}
2025-05-21 19:55:50 {'loss': 1.7271, 'grad_norm': 10.949562072753906, 'learning_rate': 1.3875000000000002e-05, 'epoch': 0.725}
2025-05-21 19:56:05 {'loss': 1.6499, 'grad_norm': 7.873416423797607, 'learning_rate': 1.2625e-05, 'epoch': 0.75}
2025-05-21 19:56:20 {'loss': 1.697, 'grad_norm': 9.693241119384766, 'learning_rate': 1.1375e-05, 'epoch': 0.775}
2025-05-21 19:56:35 {'loss': 1.7082, 'grad_norm': 10.348064422607422, 'learning_rate': 1.0125e-05, 'epoch': 0.8}
