2025-05-14 00:25:47 
Generating train split:   0%|          | 0/120000 [00:00<?, ? examples/s]
Generating train split: 100%|██████████| 120000/120000 [00:00<00:00, 1215749.10 examples/s]
2025-05-14 00:25:47 
Generating test split:   0%|          | 0/7600 [00:00<?, ? examples/s]
Generating test split: 100%|██████████| 7600/7600 [00:00<00:00, 1105295.09 examples/s]
2025-05-14 00:25:49 
Map:   0%|          | 0/1000 [00:00<?, ? examples/s]
Map: 100%|██████████| 1000/1000 [00:00<00:00, 1292.39 examples/s]
Map: 100%|██████████| 1000/1000 [00:00<00:00, 1284.68 examples/s]
2025-05-14 00:25:50 
Map:   0%|          | 0/1000 [00:00<?, ? examples/s]
Map:  23%|██▎       | 234/1000 [00:00<00:00, 2297.05 examples/s]
Map:  48%|████▊     | 476/1000 [00:00<00:00, 1825.55 examples/s]
Map:  72%|███████▏  | 722/1000 [00:00<00:00, 1725.39 examples/s]
Map:  96%|█████████▋| 963/1000 [00:00<00:00, 1675.41 examples/s]
Map: 100%|██████████| 1000/1000 [00:00<00:00, 1635.67 examples/s]
2025-05-14 00:25:50 /app/client.py:49: FutureWarning: `tokenizer` is deprecated and will be removed in version 5.0.0 for `Trainer.__init__`. Use `processing_class` instead.
2025-05-14 00:25:50   trainer = Trainer(
2025-05-14 00:25:50 WARNING :   DEPRECATED FEATURE: flwr.client.start_numpy_client() is deprecated. 
2025-05-14 00:25:50 Instead, use `flwr.client.start_client()` by ensuring you first call the `.to_client()` method as shown below: 
2025-05-14 00:25:50 flwr.client.start_client(
2025-05-14 00:25:50 server_address='<IP>:<PORT>',
2025-05-14 00:25:50 client=FlowerClient().to_client(), # <-- where FlowerClient is of type flwr.client.NumPyClient object
2025-05-14 00:25:50 )
2025-05-14 00:25:50 Using `start_numpy_client()` is deprecated.
2025-05-14 00:25:50 
2025-05-14 00:25:50             This is a deprecated feature. It will be removed
2025-05-14 00:25:50             entirely in future versions of Flower.
2025-05-14 00:25:50         
2025-05-14 00:25:50 WARNING :   DEPRECATED FEATURE: flwr.client.start_client() is deprecated.
2025-05-14 00:25:50 Instead, use the `flower-supernode` CLI command to start a SuperNode as shown below:
2025-05-14 00:25:50 
2025-05-14 00:25:50 $ flower-supernode --insecure --superlink='<IP>:<PORT>'
2025-05-14 00:25:50 
2025-05-14 00:25:50 To view all available options, run:
2025-05-14 00:25:50 
2025-05-14 00:25:50 $ flower-supernode --help
2025-05-14 00:25:50 
2025-05-14 00:25:50 Using `start_client()` is deprecated.
2025-05-14 00:25:50 
2025-05-14 00:25:50             This is a deprecated feature. It will be removed
2025-05-14 00:25:50             entirely in future versions of Flower.
2025-05-14 00:25:50         
2025-05-14 00:25:50 INFO :      
2025-05-14 00:25:50 INFO :      Received: get_parameters message 6a5316ff-c325-4173-852d-9b52182009c1
2025-05-14 00:25:54 INFO :      Sent reply
2025-05-14 00:26:11 INFO :      
2025-05-14 00:26:11 INFO :      Received: train message 8697b0bd-13d5-40e1-a725-d7769799a87f
2025-05-14 00:26:24 {'loss': 2.7699, 'grad_norm': 15.736125946044922, 'learning_rate': 4.8875e-05, 'epoch': 0.025}
2025-05-14 00:26:34 {'loss': 1.7034, 'grad_norm': 18.329547882080078, 'learning_rate': 4.7625000000000006e-05, 'epoch': 0.05}
2025-05-14 00:26:48 {'loss': 1.45, 'grad_norm': 16.5377140045166, 'learning_rate': 4.6375e-05, 'epoch': 0.075}
2025-05-14 00:26:58 {'loss': 1.8743, 'grad_norm': 19.563642501831055, 'learning_rate': 4.5125e-05, 'epoch': 0.1}
2025-05-14 00:27:08 {'loss': 1.3648, 'grad_norm': 13.502243995666504, 'learning_rate': 4.3875e-05, 'epoch': 0.125}
2025-05-14 00:27:17 {'loss': 1.7505, 'grad_norm': 13.491397857666016, 'learning_rate': 4.2625000000000006e-05, 'epoch': 0.15}
2025-05-14 00:27:31 {'loss': 1.4857, 'grad_norm': 12.60006332397461, 'learning_rate': 4.1375e-05, 'epoch': 0.175}
2025-05-14 00:27:41 {'loss': 1.4167, 'grad_norm': 13.214468955993652, 'learning_rate': 4.0125e-05, 'epoch': 0.2}
2025-05-14 00:27:50 {'loss': 1.4162, 'grad_norm': 11.86671257019043, 'learning_rate': 3.8875e-05, 'epoch': 0.225}
2025-05-14 00:28:04 {'loss': 1.4366, 'grad_norm': 11.815117835998535, 'learning_rate': 3.7625e-05, 'epoch': 0.25}
2025-05-14 00:28:14 {'loss': 1.4177, 'grad_norm': 12.942237854003906, 'learning_rate': 3.6375e-05, 'epoch': 0.275}
2025-05-14 00:28:24 {'loss': 1.5401, 'grad_norm': 12.368193626403809, 'learning_rate': 3.5125e-05, 'epoch': 0.3}
2025-05-14 00:28:34 {'loss': 1.419, 'grad_norm': 14.566896438598633, 'learning_rate': 3.3875000000000003e-05, 'epoch': 0.325}
2025-05-14 00:28:47 {'loss': 1.4761, 'grad_norm': 18.19179344177246, 'learning_rate': 3.2625e-05, 'epoch': 0.35}
2025-05-14 00:28:57 {'loss': 1.349, 'grad_norm': 9.640275955200195, 'learning_rate': 3.1375e-05, 'epoch': 0.375}
2025-05-14 00:29:07 {'loss': 1.4722, 'grad_norm': 16.231122970581055, 'learning_rate': 3.0125000000000004e-05, 'epoch': 0.4}
2025-05-14 00:29:16 {'loss': 1.433, 'grad_norm': 11.899863243103027, 'learning_rate': 2.8875e-05, 'epoch': 0.425}
2025-05-14 00:29:30 {'loss': 1.3854, 'grad_norm': 11.694061279296875, 'learning_rate': 2.7625e-05, 'epoch': 0.45}
2025-05-14 00:29:40 {'loss': 1.5156, 'grad_norm': 12.120063781738281, 'learning_rate': 2.6375e-05, 'epoch': 0.475}
2025-05-14 00:29:49 {'loss': 1.4609, 'grad_norm': 13.372082710266113, 'learning_rate': 2.5124999999999997e-05, 'epoch': 0.5}
2025-05-14 00:29:59 {'loss': 1.4219, 'grad_norm': 12.039834022521973, 'learning_rate': 2.3875e-05, 'epoch': 0.525}
2025-05-14 00:30:13 {'loss': 1.2581, 'grad_norm': 12.685120582580566, 'learning_rate': 2.2625e-05, 'epoch': 0.55}
2025-05-14 00:30:22 {'loss': 1.4478, 'grad_norm': 7.780198574066162, 'learning_rate': 2.1375e-05, 'epoch': 0.575}
2025-05-14 00:30:32 {'loss': 1.3869, 'grad_norm': 13.311051368713379, 'learning_rate': 2.0125e-05, 'epoch': 0.6}
2025-05-14 00:30:42 {'loss': 1.5323, 'grad_norm': 10.430843353271484, 'learning_rate': 1.8875e-05, 'epoch': 0.625}
2025-05-14 00:30:56 {'loss': 1.4362, 'grad_norm': 12.252667427062988, 'learning_rate': 1.7625e-05, 'epoch': 0.65}
2025-05-14 00:31:05 {'loss': 1.4432, 'grad_norm': 9.96002197265625, 'learning_rate': 1.6375e-05, 'epoch': 0.675}
2025-05-14 00:31:15 {'loss': 1.3234, 'grad_norm': 10.217281341552734, 'learning_rate': 1.5125e-05, 'epoch': 0.7}
